MEDIDOR,lectura_id_orig,voltajeA,voltajeB,voltajeC,corrienteA,corrienteB,corrienteC,angvoltajeA,angvoltajeB,angvoltajeC,angcorrienteA,angcorrienteB,angcorrienteC,powerfactorsystem,totalkwh,totalkvarh,Maxkw,Maxkvar,frecuencia,Latitud,Longitud,kwh_consumido,kvarh_consumido,clasificacion_encoded,modelo_encoded,tipo_consumo_encoded,kwh_hora,dayMonth,dayNumber,hora,W1_L_m,W1_L_t,W1_L_n,W1_MA_m,W1_MA_t,W1_MA_n,W1_MI_m,W1_MI_t,W1_MI_n,W1_J_m,W1_J_t,W1_J_n,W1_V_m,W1_V_t,W1_V_n,W1_S_m,W1_S_t,W1_S_n,W1_D_m,W1_D_t,W1_D_n,W2_L_m,W2_L_t,W2_L_n,W2_MA_m,W2_MA_t,W2_MA_n,W2_MI_m,W2_MI_t,W2_MI_n,W2_J_m,W2_J_t,W2_J_n,W2_V_m,W2_V_t,W2_V_n,W2_S_m,W2_S_t,W2_S_n,W2_D_m,W2_D_t,W2_D_n,W3_L_m,W3_L_t,W3_L_n,W3_MA_m,W3_MA_t,W3_MA_n,W3_MI_m,W3_MI_t,W3_MI_n,W3_J_m,W3_J_t,W3_J_n,W3_V_m,W3_V_t,W3_V_n,W3_S_m,W3_S_t,W3_S_n,W3_D_m,W3_D_t,W3_D_n,W4_L_m,W4_L_t,W4_L_n,W4_MA_m,W4_MA_t,W4_MA_n,W4_MI_m,W4_MI_t,W4_MI_n,W4_J_m,W4_J_t,W4_J_n,W4_V_m,W4_V_t,W4_V_n,W4_S_m,W4_S_t,W4_S_n,W4_D_m,W4_D_t,W4_D_n,ClustersConsumoMesFranjas,CLASIFICACION
15029835,1289411.1520618557,126.67300489690716,125.50579432989689,127.52293530927841,0.13610335051546357,0.09863067010309272,0.12959020618556713,0.0,240.0,120.0,104.40406494845357,242.773723969072,96.27222190721658,0.8296275773195871,42543.408355670115,11601.78034278351,21.65950515463921,21.65950515463921,59.999705412371114,-1.5684499999999935,-79.47330000000056,0.0009335250752051357,0.9069278350515626,7.0,0.0,0.0,1.4316705421409397,18.234536082474225,3.0283505154639174,11.015463917525773,0.0019386830563510725,0.0019766591601472184,0.0020525032990681568,0.0019383866777407568,0.001974382150529805,0.0020525032990681568,0.0019387818492211436,0.001963455368529217,0.0020525032990681568,0.00194969140473394,0.0019634840101595955,0.0020525032990681568,0.0019855391033138238,0.0020037827841433535,0.0020525032990681568,0.0019382737716035427,0.0019889320987769334,0.0020525032990681568,0.002194514250114324,0.0020496666760566207,0.0020525032990681568,0.0005922473219287186,0.000561224653466524,0.0005790700472629584,0.0005251674271511945,0.0005066087522480893,0.0005354792459192472,0.0005089122002935689,0.0005158357636440436,0.0005354792459192472,0.0005091181997122902,0.0005065712978083177,0.0005354792459192472,0.000508968381953249,0.0005181634469152586,0.0005354792459192472,0.0005189672485686634,0.0006673819349350782,0.0005354792459192472,0.0006565576018433426,0.0006084099195266298,0.0005354792459192472,0.0012627015277643558,0.0012603793524989223,0.001335697173359106,0.0012627202549842646,0.0012603793524989676,0.001335697173359106,0.0013050437719175074,0.0013028714144112516,0.001335697173359106,0.0013041074109234887,0.0013066917672671422,0.001335697173359106,0.0012876322310323438,0.0012605666246977806,0.001335697173359106,0.0012664282445208402,0.0013329286023218455,0.001335697173359106,0.001335697173359106,0.0013808890124396998,0.001335697173359106,0.0004889745905061962,0.0004778122807799628,0.0005054309296529906,0.000479876769499751,0.00047715008628494167,0.0005054309296529906,0.0004799936273517913,0.00047715008628494167,0.0005054309296529906,0.00048540804116409454,0.0005047285393719341,0.0005054309296529906,0.0004727778459310659,0.0004859923304244377,0.0005054309296529906,0.00048503646374563824,0.0005276911073024842,0.0005054309296529906,0.0007809999779593553,0.0005327939001758872,0.0005054309296529906,0,IGLESIA
15029844,1290868.1653116532,274.7618986449864,270.71774525745246,272.3199398373985,0.06495447154471536,0.051417886178861776,0.07281246612466118,0.0,120.08130081300813,239.91869918699186,49.93185501355006,121.84762168021676,243.98168184281855,0.7864672086720867,25390.780422764212,13754.344796747964,98.23863414634083,98.23863414634083,59.999388617886154,-1.6280100000000082,-79.5565999999999,0.0022219459665300833,4.454178861788649,2.0,0.0,0.0,3.348749230070478,18.276422764227643,3.024390243902439,10.959349593495935,0.0022239404121376424,0.002227553408529985,0.0022843349313772703,0.0022235170141229527,0.002223827506000394,0.0022843349313772703,0.0022305454211673592,0.002226988877843658,0.0022843349313772703,0.0022033548006617945,0.0022236016937258454,0.0022843349313772703,0.002202687041507127,0.0022266783859661993,0.0022843349313772703,0.0030464563800035325,0.002223517014122935,0.0022843349313772703,0.002204356439393771,0.0022207508137600577,0.0022843349313772703,0.001318764932381454,0.001309936683730395,0.0013270927599661772,0.0008058728471659246,0.0008014906777135518,0.0007867130285046441,0.0008321252882371976,0.0007918984230276493,0.0007867130285046441,0.0008302182330125763,0.0008115128615536911,0.0007867130285046441,0.0008621512641147018,0.0008198308683846385,0.0007867130285046441,0.0008059945740951577,0.0008232677116844846,0.0007867130285046441,0.0012911575383750505,0.0009215945812234947,0.0007867130285046441,0.0028790218205181337,0.002897209117461749,0.002948214902589477,0.002853829638642128,0.002842609591251897,0.002948214902589477,0.002886812343989097,0.0028990485466145882,0.002948214902589477,0.002861789521318911,0.0028442608435093743,0.002948214902589477,0.0040274042558532345,0.00301052924389138,0.002948214902589477,0.0029001493814528882,0.0028802496747608515,0.002948214902589477,0.002948214902589477,0.003144873433963184,0.002948214902589477,0.003019217371153435,0.0029648568296008217,0.003054302550070683,0.002983727208674831,0.0029350797176675653,0.003054302550070683,0.0029260773349900657,0.002925255001956988,0.003054302550070683,0.0029363348575601207,0.002919628512783557,0.003054302550070683,0.002903181852122743,0.00291820025014722,0.003054302550070683,0.002919974758271171,0.0029198449162133482,0.003054302550070683,0.002915906373791926,0.0029209269333620447,0.003054302550070683,0,ESTACION DE BOMBEO
15029847,1289051.9971428572,124.16779714285713,124.75045142857144,123.41688914285713,0.5078205714285721,0.46285600000000005,0.5037897142857146,0.0,240.0,120.0,200.10488257142853,227.985414,139.01496857142857,0.9374005714285706,209374.5104571429,21497.128697142853,32.204365714285885,32.204365714285885,59.99386200000002,-1.799189999999997,-79.5334000000002,0.008620687216636322,2.1585428571429346,11.0,0.0,0.0,12.857209285114669,18.225714285714286,3.0085714285714285,11.04,0.007442012112114461,0.007565034327021266,0.007635611908052414,0.007588800467954328,0.007924652226116083,0.007635611908052414,0.007557638374070567,0.00782881733077179,0.007635611908052414,0.007570068841667507,0.007862062568908739,0.007635611908052414,0.007570240691450336,0.007952118694702939,0.007635611908052414,0.007440494105702852,0.0074790457402318655,0.007635611908052414,0.007445191333089712,0.007465326399266351,0.007635611908052414,0.010169673333826713,0.010356859661492197,0.010312951980177985,0.010902837597547012,0.01127529881491872,0.011042267991975316,0.010918696877469916,0.011217982820811065,0.011042267991975316,0.011580126231799654,0.011160203105068702,0.011042267991975316,0.010818811237253537,0.011171935262438452,0.011042267991975316,0.010494994419411716,0.010550316410488338,0.011042267991975316,0.010491284646330472,0.010484838915601766,0.011042267991975316,0.008137288326743253,0.0084414217069107,0.008143647496100373,0.008207229915237882,0.008659686206154206,0.008143647496100373,0.00817312473470963,0.008399006634680335,0.008143647496100373,0.00813001717150372,0.008552826192544926,0.008143647496100373,0.008107078407950517,0.008449688317927117,0.008143647496100373,0.007842546855427035,0.00789374790690532,0.008143647496100373,0.008143647496100373,0.007864273759773614,0.008143647496100373,0.00900212692799465,0.009432243499397404,0.009155527690042116,0.009003012214752458,0.009371380034781088,0.009155527690042116,0.009006686154798561,0.009412147489989352,0.009155527690042116,0.008995000369592384,0.009534649559837224,0.009155527690042116,0.008945966806630947,0.008765091398524417,0.009155527690042116,0.008749775937609783,0.008769739154004046,0.009155527690042116,0.008759071448569251,0.008896324866374625,0.009155527690042116,0,BANCO
15029977,1292393.536159601,265.98951346633385,268.2386665835411,263.8450720698255,0.6689531172069821,0.7215775561097271,0.6560201995012463,0.0,240.0,120.0,26.21574264339152,251.93704463840413,132.2439301745635,0.9304496259351619,100175.59591271824,59869.556446384064,47.736718204488646,47.736718204488646,59.99849451371573,-1.4437899999999968,-79.76280000000037,0.009896592409807508,18.685167082294175,2.0,0.0,0.0,15.527461777699196,18.32418952618454,3.0049875311720697,10.957605985037407,0.01065936941826556,0.010633352344423218,0.010707389796797029,0.010666572788313074,0.010598353127039016,0.010707389796797029,0.010549671973803784,0.010705079290575832,0.010707389796797029,0.010639573135553049,0.010675778721310597,0.010707389796797029,0.010746998059011192,0.010765340672108653,0.010707389796797029,0.010674194454410776,0.010700065968922312,0.010707389796797029,0.010628381525342904,0.010712841846032349,0.010707389796797029,0.010389280845354511,0.010349005968883107,0.010373049541010133,0.009980672570517612,0.010045058955674356,0.009901308999460191,0.009954818725469583,0.00998090170356092,0.009901308999460191,0.009987565656235741,0.01003364049235173,0.009901308999460191,0.00993299380309883,0.009929327674406628,0.009901308999460191,0.00997060981103431,0.009937118197877555,0.009901308999460191,0.009955334274816863,0.009710524712511511,0.009901308999460191,0.009177480102597614,0.009478496191359263,0.00936041754769215,0.00934387365445149,0.009448892202169986,0.00936041754769215,0.009425712339736698,0.009446671902980654,0.00936041754769215,0.009369040100369779,0.00944674980821538,0.00936041754769215,0.009383208160211463,0.009265698042751251,0.00936041754769215,0.009354967512629266,0.009295691558114341,0.00936041754769215,0.00894531582011707,0.009156580525209214,0.00936041754769215,0.010117436722915254,0.010037688509449447,0.009777837317574974,0.00978435439009388,0.009744665535957684,0.009777837317574974,0.0097372741593105,0.009649632606264693,0.009777837317574974,0.009776282958324794,0.009785661256281391,0.009777837317574974,0.009732835808198491,0.009645966477572585,0.009777837317574974,0.009737704885367805,0.009787112432222071,0.009777837317574974,0.009618655948577895,0.009635407263162159,0.009777837317574974,0,ESTACION DE BOMBEO
15842885,1290802.0828877005,247.65148395721914,0.0,0.0,17.338954545454563,0.0,0.0,0.0,0.0,0.0,147.5744652406418,0.0,0.0,0.0,71723.14038128342,36638.84306925138,10.236882352941238,10.236882352941238,60.001283422459856,-1.7984300000000104,-79.52699999999923,0.002455791195180678,1.624783155080264,19.0,0.0,0.0,3.71769954690732,18.27005347593583,3.0481283422459895,11.024064171122994,0.0019055107182807166,0.0019141829395093797,0.0019115887241077608,0.001906784574145611,0.001998496932546831,0.0019115887241077608,0.00191128649657702,0.001960045698543996,0.0019115887241077608,0.0019143948101645633,0.0019240276871590539,0.0019115887241077608,0.001910387691250913,0.001940934534099787,0.0019115887241077608,0.001891352231452459,0.001961068204749544,0.0019115887241077608,0.001916843824384071,0.0019220603167892298,0.0019115887241077608,0.002948701362346277,0.003009411049734393,0.002975543962161488,0.003011289243327684,0.0032217038963339496,0.00307593052713509,0.0029869036346696306,0.0031804249421096614,0.00307593052713509,0.0031565054283762854,0.0031519505788233267,0.00307593052713509,0.003057637636070857,0.003164049694580592,0.00307593052713509,0.0030012123705771584,0.002939905514150897,0.00307593052713509,0.002833178400473765,0.002887724155135795,0.00307593052713509,0.0022306061402916845,0.0023629337093404213,0.002223439743985195,0.0022602477541683215,0.0023848241744188667,0.002223439743985195,0.002209368110965815,0.0023557795629320683,0.002223439743985195,0.002190923161361701,0.0023797693929109302,0.002223439743985195,0.002200667955350969,0.0024033561085939907,0.002223439743985195,0.0022133297692081026,0.0021283778063153846,0.002223439743985195,0.002175650939148047,0.0020882430223177926,0.002223439743985195,0.002771123070445963,0.002931410973869997,0.0028381556410663287,0.0027793158220308155,0.0029125655282346624,0.0028381556410663287,0.002789257207416561,0.0028752831219597684,0.0028381556410663287,0.002772624016408082,0.0028814965819142654,0.0028381556410663287,0.002767132544157214,0.002783477824515663,0.0028381556410663287,0.0026710190778247945,0.0026699521148277412,0.0028381556410663287,0.002674145872163558,0.002669264093053893,0.0028381556410663287,0,VENTA DE AGROQUIMICOS
15842894,1291768.3243967828,250.1644209115278,0.0,0.0,42.2747238605898,0.0,0.0,0.0,0.0,0.0,32.57031367292231,0.0,0.0,0.0,130304.89512707776,57957.927485522785,22.96894262734584,22.96894262734584,60.00057104557644,-1.848119999999995,-79.5505000000004,0.005609763799084955,6.498128686327048,1.0,0.0,0.0,8.54783654428119,18.300268096514746,3.0241286863270775,11.04289544235925,0.005252898626779211,0.005587316058535973,0.005353838377587053,0.005212608987153323,0.005494524607356754,0.005353838377587053,0.005212718212398013,0.005510962348686975,0.005353838377587053,0.005225751547610039,0.00543041070473796,0.005353838377587053,0.00523238533626155,0.005555407811475366,0.005353838377587053,0.005338920744726333,0.00565210900002482,0.005353838377587053,0.005169064961624834,0.0051684175059578796,0.005353838377587053,0.00648731280251225,0.006730618424628987,0.0066430263754293645,0.006682126744091298,0.00749560346677001,0.007151444029064518,0.006714875075114929,0.007373267902890861,0.007151444029064518,0.007240199501765488,0.007384975820266076,0.007151444029064518,0.006690958168059206,0.007485084046867257,0.007151444029064518,0.006858889393577785,0.007625457328441902,0.007151444029064518,0.00657695034916533,0.00672178980406927,0.007151444029064518,0.004588321753305582,0.005284004072883055,0.004903774213231219,0.004567814085555232,0.005312752010365553,0.004903774213231219,0.004654910810029985,0.005075098015448314,0.004903774213231219,0.0046302070374568596,0.005309359509156323,0.004903774213231219,0.004726988438773393,0.005418030517514533,0.004903774213231219,0.004759185494641561,0.005457975067799326,0.004903774213231219,0.004903774213231219,0.004603402201467777,0.004903774213231219,0.005044249629953858,0.005786982895342497,0.005311488314987992,0.005035849413341795,0.0056749687165670495,0.005311488314987992,0.005082446481852125,0.005272370129316726,0.005311488314987992,0.0050895489835492405,0.005334867910270084,0.005311488314987992,0.005112486570996859,0.00571107186528267,0.005311488314987992,0.005151085651009119,0.00575815160752971,0.005311488314987992,0.005034306127577938,0.005032959721891244,0.005311488314987992,0,ENTIDAD PRIVADA
16567743,1287746.5,130.4074957865168,131.1770224719103,129.72007499999992,0.5371842696629207,0.1237455056179779,0.6522196629213469,0.0,240.0,120.0,150.31988792134837,241.69719438202247,91.57699971910117,0.8281511235955055,45372.813632022466,3779.366249999997,25.58676404494366,25.58676404494366,59.99967724719098,-1.7977700000000112,-79.53059999999928,0.0030390591341620827,0.3829803370786539,8.0,0.0,0.0,4.604325810893134,18.185393258426966,3.0280898876404496,11.014044943820224,0.0030875161223432707,0.0032395918038370113,0.0031767434742332387,0.003090286695831099,0.0031930585133796733,0.0031767434742332387,0.003085979374969432,0.0032321212482943782,0.0031767434742332387,0.0031245285545014193,0.00319285277772464,0.0031767434742332387,0.003087378965239915,0.003238353667071099,0.0031767434742332387,0.003096239314117024,0.003354245541249723,0.0031767434742332387,0.0030892717332662526,0.0031931956704830296,0.0031767434742332387,0.0036450477861311513,0.0037187067326112204,0.00373232950738472,0.004067410663822154,0.004196690072753398,0.004245255639605118,0.004056655413363734,0.004194266354340203,0.004245255639605118,0.004149184109838078,0.004196062502807081,0.004245255639605118,0.004064078051003991,0.004195737897662525,0.004245255639605118,0.004068297917884063,0.004780027157981218,0.004245255639605118,0.00406200057807841,0.004196300546579879,0.004245255639605118,0.003016014600393147,0.003146181263386354,0.0031199191614476977,0.0030019916581454755,0.003145661895154959,0.0031199191614476977,0.003016101161765063,0.003143930667716992,0.0031199191614476977,0.003011188803909814,0.0031436709836012945,0.0031199191614476977,0.0029973606247489285,0.0031475662453367068,0.0031199191614476977,0.003020559072417828,0.003308592037411972,0.0031199191614476977,0.0031199191614476977,0.003070418422631718,0.0031199191614476977,0.002309935502867557,0.002481304372357104,0.0024043989969829973,0.0022988838300367783,0.0024824367158849197,0.0024043989969829973,0.002347358917248487,0.0024799229132532706,0.0024043989969829973,0.0023102299121848043,0.002484927871645981,0.0024043989969829973,0.0023138307646030395,0.0024846108154581467,0.0024043989969829973,0.002314487523849186,0.002720908262828863,0.0024043989969829973,0.0023124493054990963,0.002481915837862186,0.0024043989969829973,0,COMERCIAL
16567746,1288365.0714285714,136.52830857142854,135.67705228571424,137.4855097142857,1.400008857142858,1.308677142857144,1.4283537142857143,0.0,120.0,240.0,35.38543599999997,149.91098142857135,98.26464885714273,0.2764539999999999,461957.46756857104,210646.122677143,15.415474285714359,15.415474285714359,60.00022914285714,-1.7836999999999976,-79.6815999999999,0.0040377142394530385,7.976845714285987,2.0,0.0,0.0,5.986971352807715,18.205714285714286,3.0142857142857142,10.951428571428572,0.0043013718404959055,0.004263098383430351,0.004285609565775184,0.004270047884481112,0.0042520996864544676,0.004285609565775184,0.004276721228916628,0.004259366965811383,0.004285609565775184,0.004268203977509561,0.004262626230492623,0.004285609565775184,0.004237492454946431,0.004290970161529974,0.004285609565775184,0.004313707276432886,0.004248684065156504,0.004285609565775184,0.004379059056823943,0.0042534804695322104,0.004285609565775184,0.0038084354559114473,0.0037989323604707727,0.0039160712438357295,0.003815971518798212,0.0037663718526992846,0.0037886753176126545,0.0038088734863020914,0.0037672807471049864,0.0037886753176126545,0.004116620803745827,0.0037723445873610113,0.0037886753176126545,0.0038210137187110736,0.0037659606861829686,0.0037886753176126545,0.0037071855146636,0.003766393493042447,0.0037886753176126545,0.0038235672791816183,0.0037684060449393797,0.0037886753176126545,0.0041084166546280975,0.0040944512560189975,0.004140354454042598,0.004134930993031396,0.004113484921317378,0.004140354454042598,0.0041498038105672345,0.004125856803761433,0.004140354454042598,0.004151596516251998,0.004136790095223161,0.004140354454042598,0.004154872077256945,0.004128601192711651,0.004140354454042598,0.004148586541275059,0.004105849323028882,0.004140354454042598,0.004140354454042598,0.004126667458787357,0.004140354454042598,0.004142146080112172,0.004066099947595654,0.004113847672967506,0.004140796017806421,0.004051846830790261,0.004113847672967506,0.004215329957012737,0.004166820360283681,0.004113847672967506,0.004232700106728244,0.004063776069855733,0.004113847672967506,0.004148188162236052,0.0040747978899927486,0.004113847672967506,0.004147701254519183,0.004070437852709629,0.004113847672967506,0.004139844334541395,0.004070039473668905,0.004113847672967506,0,ESTACION DE BOMBEO
16567760,1297112.076294278,112.83643596730245,119.70364441416882,120.76896049046321,1.5227956403269753,1.0656267029972757,1.7403326975476838,0.0,120.0,240.0,31.860722888283355,152.53267356948228,269.5684564032698,0.8547408719346044,6775.384124591276,3919.2889951634884,0.6518476839237088,0.6518476839237088,60.00023324250681,-1.449949999999999,-79.76510000000033,0.0002850362418455433,0.5367173705722115,0.0,0.0,0.0,0.42735776906274425,18.455040871934607,3.024523160762943,11.002724795640328,0.0002864953594529801,0.0002872133370039787,0.0002873181574152638,0.00028538954638022794,0.0002878285410399782,0.0002873181574152638,0.0002830949937641841,0.00028818908461132267,0.0002873181574152638,0.00028630173755616575,0.00028688563414897174,0.0002873181574152638,0.00028608719384339216,0.00028807044915966,0.0002873181574152638,0.00028587379132058357,0.0002884653854189446,0.0002873181574152638,0.0002856059920762689,0.00028714957527914577,0.0002873181574152638,0.00029099133827632876,0.0002912673370199522,0.000291799935123148,0.00029118907376486083,0.00029303655656808577,0.0002919124583089494,0.00029085875114325796,0.0002936806026845744,0.0002919124583089494,0.00029006918601591936,0.00029406016938209154,0.0002919124583089494,0.00028836611561510464,0.0002931140191594115,0.0002919124583089494,0.00029011455696227107,0.0002933032492039435,0.0002919124583089494,0.00028709462250883755,0.00029073757751825024,0.0002919124583089494,0.00030016841639697,0.00030169368312885433,0.00030221935945731206,0.0002994448488827335,0.0003031413843290768,0.00030221935945731206,0.00030103465919570306,0.00030285037204244364,0.00030221935945731206,0.000299757941868163,0.00030165801430771815,0.00030221935945731206,0.00030016728405344337,0.00030325971422772395,0.00030221935945731206,0.0002998853305150299,0.0003021562454599401,0.00030221935945731206,0.00030221935945731206,0.00029102861553996376,0.00030221935945731206,0.00027598617417493384,0.00028645666273881113,0.00027771477217682875,0.0002771161176267236,0.0002789402338847162,0.00027771477217682875,0.00027703725974648387,0.0002786242848772819,0.00027771477217682875,0.0002770208530734107,0.00027857288906271623,0.00027771477217682875,0.00027585492079036715,0.0002782937286383479,0.00027771477217682875,0.0002749012167622016,0.00027845873625352796,0.00027771477217682875,0.0002765450595543636,0.0002782374637466112,0.00027771477217682875,0,SUBESTACION
16567761,1294433.1150684932,649.1354054794521,657.0354739726025,649.3899260273973,0.5387558904109587,0.907084657534246,1.1561082191780827,0.0,240.0,120.0,25.377049315068493,271.4682734246577,146.2710369863013,0.8823852054794517,2344.154205410958,1214.921957671233,0.22867479452054598,0.22867479452054598,60.002706849315025,-1.434529999999996,-79.4658999999995,9.806701607232847e-05,0.1616921917808213,0.0,0.0,0.0,0.14582665151786164,18.375342465753423,3.041095890410959,10.98082191780822,9.817719486025955e-05,9.86122962770995e-05,9.866635149113369e-05,9.790164935681224e-05,9.853626376437805e-05,9.866635149113369e-05,9.79130843107724e-05,9.863776529614061e-05,9.866635149113369e-05,9.779246398998561e-05,9.83306388900744e-05,9.866635149113369e-05,9.74497842407217e-05,9.844487493135295e-05,9.866635149113369e-05,9.760507829286436e-05,9.892241903834611e-05,9.866635149113369e-05,9.730813835943212e-05,9.828419538476845e-05,9.866635149113369e-05,0.00010468990945962153,0.00010502359005973146,0.00010572233500156353,9.939667736947839e-05,0.00010042305670460035,9.73235781820502e-05,9.887767800756679e-05,0.00010005732261268068,9.73235781820502e-05,9.944481483694957e-05,0.00010019343545172909,9.73235781820502e-05,9.689571768666346e-05,9.791443683219951e-05,9.73235781820502e-05,9.672638200288621e-05,9.844678926937964e-05,9.73235781820502e-05,9.653107790753917e-05,9.69503595526754e-05,9.73235781820502e-05,9.802946263250553e-05,0.00010120773216671637,9.857624866263111e-05,9.755860073806174e-05,9.934024033865537e-05,9.857624866263111e-05,9.811909791675907e-05,9.889040400471779e-05,9.857624866263111e-05,9.779486164161848e-05,9.903370979867819e-05,9.857624866263111e-05,9.768309418841226e-05,9.899774502413147e-05,9.857624866263111e-05,9.803831550008724e-05,9.950512499734184e-05,9.857624866263111e-05,9.857624866263111e-05,9.779541494584504e-05,9.857624866263111e-05,9.744629175306531e-05,9.873659720293733e-05,9.822422571927983e-05,9.770683918031828e-05,9.848848146207412e-05,9.822422571927983e-05,9.777676741625925e-05,9.849625126606615e-05,9.822422571927983e-05,9.780200848784526e-05,9.845429432450222e-05,9.822422571927983e-05,9.745407234845147e-05,9.852059665191647e-05,9.822422571927983e-05,9.748551847183878e-05,9.855737372415031e-05,9.822422571927983e-05,9.69595566984429e-05,9.78870986329701e-05,9.822422571927983e-05,0,SUBESTACION
