source,target,weight
15029847,28006904,0.0
15029847,28877074,0.996124031007752
15029847,35924863,0.0
15029847,35924864,0.045774647887323945
15029847,35924866,0.0
15029847,35924882,0.0
15029847,35925134,0.03435114503816794
15029847,35925291,0.4721030042918455
15029847,35925294,0.0038910505836575885
15029847,35925308,0.0
15029847,35925506,0.0
15029847,35946575,0.0
15029847,35946920,0.012269938650306749
15029847,35947190,0.7183908045977011
15029847,41175730,0.0
15029847,52071447,0.0
15029847,52073163,0.4897750511247444
15029847,52073194,0.4921259842519685
15029847,52073198,0.0
15029847,52073200,0.0076045627376425855
15029847,52073201,0.5598290598290598
15029847,52073218,0.0
15029847,52073240,0.0
15029847,52073259,0.0
15029847,52073290,0.0043859649122807015
15029847,52073292,0.012
15029847,52073295,0.0
15029847,52073302,0.00390625
15029847,52073321,0.0
15029847,52073345,0.0
15029847,52073348,0.0
15029847,52073352,0.0
15029847,52073359,0.016
15029847,52073382,0.0
15029847,53307830,0.0
15029847,53307859,0.0
15029847,53307861,0.0
15029847,53307871,0.004329004329004329
15029847,53444735,0.0
15029847,58706632,0.0040650406504065045
15029847,58706634,0.0
15029847,58706655,0.0
15029847,58706656,0.0
15029847,58706659,0.0
15029847,58706662,0.0
15029847,58706663,0.0
15029847,58706704,0.0
15029847,58706706,0.0
15029847,58706709,0.0
15029847,58706725,0.7560240963855421
15029847,58706740,0.21338912133891214
15029847,59814806,0.0
15029974,15029977,0.004266224877107834
15029974,15842884,0.9938398357289527
15029974,15842885,0.9938398357289527
15029974,15842894,0.9938398357289527
15029974,15842921,0.9938398357289527
15029974,16567733,0.0012840044634440878
15029974,16567738,0.006160164271047228
15029974,16567740,0.9938398357289527
15029974,16567743,0.006160164271047228
15029974,16567746,0.96102130291042
15029974,16567757,0.006160164271047228
15029974,16567758,0.006160164271047228
15029974,16567759,0.006160164271047228
15029974,16567760,0.006160164271047228
15029974,16567761,0.006160164271047228
15029974,16567762,0.006160164271047228
15029974,16567763,0.006160164271047228
15029974,16567764,0.006160164271047228
15029974,16951175,0.006160164271047228
15029974,16951176,0.006160164271047228
15029974,16951177,0.006160164271047228
15029974,16951179,0.006160164271047228
15029974,16951180,0.006160164271047228
15029974,16951182,0.006160164271047228
15029974,16951195,0.006160164271047228
15029974,16951199,0.9876414886215147
15029974,16951201,0.006160164271047228
15029974,16951203,0.9770174058224107
15029974,16951205,0.9938398357289527
15029974,16951206,0.9938398357289527
15029974,16951207,0.006160164271047228
15029974,16951208,0.006160164271047228
15029974,16951209,0.006160164271047228
15029974,16951210,0.006160164271047228
15029974,16951212,0.006160164271047228
15029974,16951216,0.13896906038104023
15029974,16951219,0.006160164271047228
15029974,16951220,0.006160164271047228
15029974,16951221,0.006160164271047228
15029974,16951222,0.006160164271047228
15029974,17548289,0.9938398357289527
15029974,20037205,0.006160164271047228
15029974,20037214,0.542547589208078
15029974,28006904,0.006160164271047228
15029974,28877074,0.9899638667367048
15029974,35924863,0.006160164271047228
15029974,35924864,0.039614483616276716
15029974,35924866,0.006160164271047228
15029974,35924882,0.006160164271047228
15029974,35925134,0.02819098076712071
15029974,35925291,0.4659428400207983
15029974,35925294,0.0022691136873896397
15029974,35925308,0.006160164271047228
15029974,35925506,0.006160164271047228
15029974,35946575,0.006160164271047228
15029974,35946920,0.006109774379259521
15029974,35947190,0.7122306403266538
15029974,41175730,0.006160164271047228
15029974,52071447,0.006160164271047228
15029974,52073163,0.4836148868536972
15029974,52073194,0.4859658199809213
15029974,52073198,0.006160164271047228
15029974,52073200,0.0014443984665953574
15029974,52073201,0.5536688955580126
15029974,52073218,0.006160164271047228
15029974,52073240,0.006160164271047228
15029974,52073259,0.006160164271047228
15029974,52073290,0.0017741993587665266
15029974,52073292,0.005839835728952772
15029974,52073295,0.006160164271047228
15029974,52073302,0.002253914271047228
15029974,52073321,0.006160164271047228
15029974,52073345,0.006160164271047228
15029974,52073348,0.006160164271047228
15029974,52073352,0.006160164271047228
15029974,52073359,0.009839835728952771
15029974,52073382,0.006160164271047228
15029974,53307830,0.006160164271047228
15029974,53307859,0.006160164271047228
15029974,53307861,0.006160164271047228
15029974,53307871,0.0018311599420428992
15029974,53444735,0.006160164271047228
15029974,58706632,0.0020951236206407237
15029974,58706634,0.006160164271047228
15029974,58706655,0.006160164271047228
15029974,58706656,0.006160164271047228
15029974,58706659,0.006160164271047228
15029974,58706662,0.006160164271047228
15029974,58706663,0.006160164271047228
15029974,58706704,0.006160164271047228
15029974,58706706,0.006160164271047228
15029974,58706709,0.006160164271047228
15029974,58706725,0.7498639321144949
15029974,58706740,0.2072289570678649
15029974,59814806,0.006160164271047228
15029977,15842884,0.9981060606060606
15029977,15842885,0.9981060606060606
15029977,15842894,0.9981060606060606
15029977,15842921,0.9981060606060606
15029977,16567733,0.005550229340551922
15029977,16567738,0.0018939393939393942
15029977,16567740,0.9981060606060606
15029977,16567743,0.0018939393939393942
15029977,16567746,0.9652875277875278
15029977,16567757,0.0018939393939393942
15029977,16567758,0.0018939393939393942
15029977,16567759,0.0018939393939393942
15029977,16567760,0.0018939393939393942
15029977,16567761,0.0018939393939393942
15029977,16567762,0.0018939393939393942
15029977,16567763,0.0018939393939393942
15029977,16567764,0.0018939393939393942
15029977,16951175,0.0018939393939393942
15029977,16951176,0.0018939393939393942
15029977,16951177,0.0018939393939393942
15029977,16951179,0.0018939393939393942
15029977,16951180,0.0018939393939393942
15029977,16951182,0.0018939393939393942
15029977,16951195,0.0018939393939393942
15029977,16951199,0.9919077134986225
15029977,16951201,0.0018939393939393942
15029977,16951203,0.9812836306995185
15029977,16951205,0.9981060606060606
15029977,16951206,0.9981060606060606
15029977,16951207,0.0018939393939393942
15029977,16951208,0.0018939393939393942
15029977,16951209,0.0018939393939393942
15029977,16951210,0.0018939393939393942
15029977,16951212,0.0018939393939393942
15029977,16951216,0.14323528525814808
15029977,16951219,0.0018939393939393942
15029977,16951220,0.0018939393939393942
15029977,16951221,0.0018939393939393942
15029977,16951222,0.0018939393939393942
15029977,17548289,0.9981060606060606
15029977,20037205,0.0018939393939393942
15029977,20037214,0.5468138140851858
15029977,28006904,0.0018939393939393942
15029977,28877074,0.9942300916138126
15029977,35924863,0.0018939393939393942
15029977,35924864,0.04388070849338455
15029977,35924866,0.0018939393939393942
15029977,35924882,0.0018939393939393942
15029977,35925134,0.03245720564422855
15029977,35925291,0.4702090648979061
15029977,35925294,0.0019971111897181945
15029977,35925308,0.0018939393939393942
15029977,35925506,0.0018939393939393942
15029977,35946575,0.0018939393939393942
15029977,35946920,0.010375999256367355
15029977,35947190,0.7164968652037617
15029977,41175730,0.0018939393939393942
15029977,52071447,0.0018939393939393942
15029977,52073163,0.487881111730805
15029977,52073194,0.4902320448580291
15029977,52073198,0.0018939393939393942
15029977,52073200,0.0057106233437031915
15029977,52073201,0.5579351204351204
15029977,52073218,0.0018939393939393942
15029977,52073240,0.0018939393939393942
15029977,52073259,0.0018939393939393942
15029977,52073290,0.0024920255183413075
15029977,52073292,0.010106060606060606
15029977,52073295,0.0018939393939393942
15029977,52073302,0.002012310606060606
15029977,52073321,0.0018939393939393942
15029977,52073345,0.0018939393939393942
15029977,52073348,0.0018939393939393942
15029977,52073352,0.0018939393939393942
15029977,52073359,0.014106060606060606
15029977,52073382,0.0018939393939393942
15029977,53307830,0.0018939393939393942
15029977,53307859,0.0018939393939393942
15029977,53307861,0.0018939393939393942
15029977,53307871,0.002435064935064935
15029977,53444735,0.0018939393939393942
15029977,58706632,0.0021711012564671105
15029977,58706634,0.0018939393939393942
15029977,58706655,0.0018939393939393942
15029977,58706656,0.0018939393939393942
15029977,58706659,0.0018939393939393942
15029977,58706662,0.0018939393939393942
15029977,58706663,0.0018939393939393942
15029977,58706704,0.0018939393939393942
15029977,58706706,0.0018939393939393942
15029977,58706709,0.0018939393939393942
15029977,58706725,0.7541301569916027
15029977,58706740,0.21149518194497274
15029977,59814806,0.0018939393939393942
15842884,15842885,0.0
15842884,15842894,0.0
15842884,15842921,0.0
15842884,16567733,0.9925558312655087
15842884,16567738,1.0
15842884,16567740,0.0
15842884,16567743,1.0
15842884,16567746,0.03281853281853275
15842884,16567757,1.0
15842884,16567758,1.0
15842884,16567759,1.0
15842884,16567760,1.0
15842884,16567761,1.0
15842884,16567762,1.0
15842884,16567763,1.0
15842884,16567764,1.0
15842884,16951175,1.0
15842884,16951176,1.0
15842884,16951177,1.0
15842884,16951179,1.0
15842884,16951180,1.0
15842884,16951182,1.0
15842884,16951195,1.0
15842884,16951199,0.006198347107438051
15842884,16951201,1.0
15842884,16951203,0.016822429906542036
15842884,16951205,0.0
15842884,16951206,0.0
15842884,16951207,1.0
15842884,16951208,1.0
15842884,16951209,1.0
15842884,16951210,1.0
15842884,16951212,1.0
15842884,16951216,0.8548707753479126
15842884,16951219,1.0
15842884,16951220,1.0
15842884,16951221,1.0
15842884,16951222,1.0
15842884,17548289,0.0
15842884,20037205,1.0
15842884,20037214,0.45129224652087474
15842884,28006904,1.0
15842884,28877074,0.003875968992247958
15842884,35924863,1.0
15842884,35924864,0.954225352112676
15842884,35924866,1.0
15842884,35924882,1.0
15842884,35925134,0.9656488549618321
15842884,35925291,0.5278969957081545
15842884,35925294,0.9961089494163424
15842884,35925308,1.0
15842884,35925506,1.0
15842884,35946575,1.0
15842884,35946920,0.9877300613496932
15842884,35947190,0.2816091954022989
15842884,41175730,1.0
15842884,52071447,1.0
15842884,52073163,0.5102249488752556
15842884,52073194,0.5078740157480315
15842884,52073198,1.0
15842884,52073200,0.9923954372623575
15842884,52073201,0.44017094017094016
15842884,52073218,1.0
15842884,52073240,1.0
15842884,52073259,1.0
15842884,52073290,0.9956140350877193
15842884,52073292,0.988
15842884,52073295,1.0
15842884,52073302,0.99609375
15842884,52073321,1.0
15842884,52073345,1.0
15842884,52073348,1.0
15842884,52073352,1.0
15842884,52073359,0.984
15842884,52073382,1.0
15842884,53307830,1.0
15842884,53307859,1.0
15842884,53307861,1.0
15842884,53307871,0.9956709956709957
15842884,53444735,1.0
15842884,58706632,0.9959349593495935
15842884,58706634,1.0
15842884,58706655,1.0
15842884,58706656,1.0
15842884,58706659,1.0
15842884,58706662,1.0
15842884,58706663,1.0
15842884,58706704,1.0
15842884,58706706,1.0
15842884,58706709,1.0
15842884,58706725,0.24397590361445787
15842884,58706740,0.7866108786610879
15842884,59814806,1.0
15842885,15842894,0.0
15842885,15842921,0.0
15842885,16567733,0.9925558312655087
15842885,16567738,1.0
15842885,16567740,0.0
15842885,16567743,1.0
15842885,16567746,0.03281853281853275
15842885,16567757,1.0
15842885,16567758,1.0
15842885,16567759,1.0
15842885,16567760,1.0
15842885,16567761,1.0
15842885,16567762,1.0
15842885,16567763,1.0
15842885,16567764,1.0
15842885,16951175,1.0
15842885,16951176,1.0
15842885,16951177,1.0
15842885,16951179,1.0
15842885,16951180,1.0
15842885,16951182,1.0
15842885,16951195,1.0
15842885,16951199,0.006198347107438051
15842885,16951201,1.0
15842885,16951203,0.016822429906542036
15842885,16951205,0.0
15842885,16951206,0.0
15842885,16951207,1.0
15842885,16951208,1.0
15842885,16951209,1.0
15842885,16951210,1.0
15842885,16951212,1.0
15842885,16951216,0.8548707753479126
15842885,16951219,1.0
15842885,16951220,1.0
15842885,16951221,1.0
15842885,16951222,1.0
15842885,17548289,0.0
15842885,20037205,1.0
15842885,20037214,0.45129224652087474
15842885,28006904,1.0
15842885,28877074,0.003875968992247958
15842885,35924863,1.0
15842885,35924864,0.954225352112676
15842885,35924866,1.0
15842885,35924882,1.0
15842885,35925134,0.9656488549618321
15842885,35925291,0.5278969957081545
15842885,35925294,0.9961089494163424
15842885,35925308,1.0
15842885,35925506,1.0
15842885,35946575,1.0
15842885,35946920,0.9877300613496932
15842885,35947190,0.2816091954022989
15842885,41175730,1.0
15842885,52071447,1.0
15842885,52073163,0.5102249488752556
15842885,52073194,0.5078740157480315
15842885,52073198,1.0
15842885,52073200,0.9923954372623575
15842885,52073201,0.44017094017094016
15842885,52073218,1.0
15842885,52073240,1.0
15842885,52073259,1.0
15842885,52073290,0.9956140350877193
15842885,52073292,0.988
15842885,52073295,1.0
15842885,52073302,0.99609375
15842885,52073321,1.0
15842885,52073345,1.0
15842885,52073348,1.0
15842885,52073352,1.0
15842885,52073359,0.984
15842885,52073382,1.0
15842885,53307830,1.0
15842885,53307859,1.0
15842885,53307861,1.0
15842885,53307871,0.9956709956709957
15842885,53444735,1.0
15842885,58706632,0.9959349593495935
15842885,58706634,1.0
15842885,58706655,1.0
15842885,58706656,1.0
15842885,58706659,1.0
15842885,58706662,1.0
15842885,58706663,1.0
15842885,58706704,1.0
15842885,58706706,1.0
15842885,58706709,1.0
15842885,58706725,0.24397590361445787
15842885,58706740,0.7866108786610879
15842885,59814806,1.0
15842894,15842921,0.0
15842894,16567733,0.9925558312655087
15842894,16567738,1.0
15842894,16567740,0.0
15842894,16567743,1.0
15842894,16567746,0.03281853281853275
15842894,16567757,1.0
15842894,16567758,1.0
15842894,16567759,1.0
15842894,16567760,1.0
15842894,16567761,1.0
15842894,16567762,1.0
15842894,16567763,1.0
15842894,16567764,1.0
15842894,16951175,1.0
15842894,16951176,1.0
15842894,16951177,1.0
15842894,16951179,1.0
15842894,16951180,1.0
15842894,16951182,1.0
15842894,16951195,1.0
15842894,16951199,0.006198347107438051
15842894,16951201,1.0
15842894,16951203,0.016822429906542036
15842894,16951205,0.0
15842894,16951206,0.0
15842894,16951207,1.0
15842894,16951208,1.0
15842894,16951209,1.0
15842894,16951210,1.0
15842894,16951212,1.0
15842894,16951216,0.8548707753479126
15842894,16951219,1.0
15842894,16951220,1.0
15842894,16951221,1.0
15842894,16951222,1.0
15842894,17548289,0.0
15842894,20037205,1.0
15842894,20037214,0.45129224652087474
15842894,28006904,1.0
15842894,28877074,0.003875968992247958
15842894,35924863,1.0
15842894,35924864,0.954225352112676
15842894,35924866,1.0
15842894,35924882,1.0
15842894,35925134,0.9656488549618321
15842894,35925291,0.5278969957081545
15842894,35925294,0.9961089494163424
15842894,35925308,1.0
