id,label,powerfactor
1,15029828,0.20613507972665146
2,15029835,0.8298895049504951
3,15029844,0.7972573076923077
4,15029846,0.908722037037037
5,15029847,0.9262912213740458
6,15029974,0.9497934291581108
7,15029977,0.9380490530303031
8,15842884,0.0
9,15842885,0.0
10,15842894,0.0
11,15842921,0.0
12,16567733,0.8738513647642681
13,16567738,0.9867556074766356
14,16567740,0.13156360153256708
15,16567743,0.844541917293233
16,16567746,0.2725001930501931
18,16567757,0.9360737945492663
19,16567758,0.9104934322033899
20,16567759,0.9095074152542373
21,16567760,0.8669125490196079
22,16567761,0.8923253493013971
23,16567762,0.9167714876033057
24,16567763,0.9267765531062124
25,16567764,0.9179999999999999
26,16951175,0.9256207364341085
27,16951176,0.9360569387755102
28,16951177,0.9892970238095239
29,16951179,0.9174456349206349
30,16951180,0.9145135353535354
32,16951182,0.9315331275720165
33,16951195,0.9424338709677419
34,16951199,0.10337479338842975
35,16951201,0.958036622390892
36,16951203,0.009631588785046729
37,16951205,-0.3148899621212121
38,16951206,0.0019349206349206353
39,16951207,0.9112255813953489
40,16951208,0.8285334608030592
41,16951209,0.89700712945591
42,16951210,0.9183633528265107
43,16951212,0.9305355648535565
44,16951216,0.7965761431411532
45,16951219,0.9465831721470019
46,16951220,0.9901626185958257
47,16951221,0.9233724719101124
48,16951222,0.9556225868725868
49,17548289,0.0
50,20037205,0.9533397435897436
51,20037214,0.48907475149105367
53,28006904,0.7866536964980545
54,28877074,0.046511627906976744
55,35924863,0.8879775280898876
56,35924864,0.8023239436619719
57,35924866,0.9587837837837839
58,35924882,0.8768774703557313
59,35925134,0.8316030534351145
60,35925291,0.44712446351931334
61,35925294,0.8613229571984437
62,35925308,0.9800732600732601
63,35925506,0.938544061302682
64,35946575,0.9213432835820895
65,35946920,0.7355828220858897
67,35947190,0.255632183908046
68,41175730,0.9500787401574803
71,52071447,0.9382213438735177
73,52073163,0.42719836400817995
74,52073194,0.4525590551181103
76,52073198,0.9276851851851851
77,52073200,0.8918631178707225
78,52073201,0.4232905982905983
79,52073218,0.9567441860465117
80,52073240,0.9543750000000001
81,52073259,0.9763125
83,52073290,0.9293421052631579
84,52073292,0.8972
85,52073295,0.8443820224719101
86,52073302,0.9307031250000001
87,52073321,0.9702156334231807
89,52073345,0.9445756457564575
90,52073348,0.9762301587301588
91,52073352,0.8718283582089553
92,52073359,0.8521199999999999
93,52073382,0.9657959183673472
94,53307830,0.9342692307692306
95,53307859,0.9474901960784312
96,53307861,0.9839957264957268
97,53307871,0.8058441558441559
98,53444735,0.8443768115942027
99,58706632,0.9005284552845528
100,58706634,0.8107857142857143
101,58706655,0.9269433962264151
102,58706656,0.8898706896551725
103,58706659,0.9939118457300276
104,58706662,0.9430805687203789
105,58706663,0.9385877862595419
106,58706704,0.8531666666666666
107,58706706,0.9562118126272913
108,58706709,0.8857803468208093
110,58706725,0.23527108433734936
111,58706740,0.6623430962343095
112,59814806,0.9686345381526106
